sentiment,content
happiness,"@thehoosiersuk woop rehearsing songs  Yep, sounds even enough to me"
neutral,@sueleeBAYbee audiotistic! sneak your little butt in
sadness,I wish i had a smartphone with an irc app. That'd be pretty cool.
sadness,absolutely gutted that i'm not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!
sadness,@cocoy @mike_online That's the sad thing about it.
neutral,@dean2105 Stress-free is the way to be
neutral,@PastimeDaily   Oh dear - Boyle is staying ...
neutral,gotta share this   http://bit.ly/19OL1b
happiness,@Warmnfuzzy Re-direct that energy into creating men's jewelry.    And frequent walks too.
sadness,My cat has been missing for 2 days. I am freaking out.
anger,"just woke up, I'm starving"
sadness,@andymooseman Yeah. About damn time. My film SLR just sits there quietly being ignored. It's time to step up!
neutral,@tayezzy public bathrooms
anger,@TJmodeling That sucks majorly...hhhmmmnnn...I'm thinking...I would've said the self tanner or a really good concealer...I'm stuck
neutral,@bailann &quot;May the 4th be with you.&quot; That's why.
anger,omg! goooood ass nappy nap  jusss woke up bout 2 clean up a lil then get ready
anger,@marvelvscapcom oops too late
neutral,Glad I trudged through the first 60 pages of Anathem.  Now on pg340...it's been a long time since I wanted to call in sick just to read
happiness,I did that once
sadness,@ravels http://twitpic.com/67fs9 - I miss hearing you guys.  You will all be missed out here.
happiness,@joecommisso oh ok kool  keep me informed bout that checked ur paged its nice
happiness,@green_i_girl  is okay! Hearts getting lovin! Sorry for sneezes.
happiness,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
sadness,"I never order chips any more due to how unhealthy they are, but getting a burrito from Chipotle or Qdoba doesn't feel right without em"
sadness,yesterday i missed the live chat  internet was the problem ï¿½ï¿½
sadness,At the dr office for abbie's second round of shots...
neutral,@julierockaholic STEPHEN KING FO SHO
neutral,I hear you @silentending...
sadness,@lexjosephine I heard about your reply! im so jealous! kevin is my favorite! haha
sadness,G'night world. Vacations have to end some day.
sadness,its getting really windy out there
neutral,@StephReayy we are going all out!
neutral,"@sizzlemaker Happy Friday! Do u know how I can get a copy of the BT art u did on Mel's fake Twitter? I'm n it, but can't find it now.  THX"
sadness,I think my iPod touch may be breaking itself.
sadness,@santojay They assume you won't be able to afford traveling anymore now that you've got a contract with them
happiness,"Hi Charlie, thank you for following me! Nice to know there's another Ollmann in the new world..."
anger,@MissMadalena err i think they're like 15 bucks a ticket cause its 3D too. too expensive
sadness,@AnalystAlterEgo i have bad news... i have to go take the dog for a walk--they're upset w/me!
anger,Not a bad back 43. Piss poor front tho. 90 still unbroken
anger,someone WOULD give a speech about loved ones in the hospital. Stupid COMM class
anger,@nicko236 It was an app that changed your wallpaper to one of several hundred at random intervals. It's hard to find good wallpapers.
happiness,What a nice young guy at dunkin donuts let me go first
happiness,"@mynewgroove I said I wouldn't drink tonight, but I say this as I drink this Sam Adams"
happiness,Nope didn't get up at 730 930 is nice also
sadness,@Japes_76 haha.  weird?!?  no sunshine for us
anger,My moms Season 3 of Weeds got burnt up in a family friends mobile home.
sadness,"hey everyone, whats up? i got another hour and a half of work so tell me something you think i wouldnt know....this should be a good one"
happiness,i can be a good girl at school.. today i was!! i did it!! yayy
anger,Bummed that F! F! F! broke up
neutral,may the 4th be with you
happiness,@Dannigyrl Fabulous. And I didn't get that pic  Gmail be acting the fool sometimes. Can u DM me it?
neutral,"With friends like VaikO,Nedumaran, LTTE didn't need enemies. Wrong advice at wrong time led to numerous deaths &amp; a lost cause as well"
neutral,@CartoonBeardy ....welcome to public transport  X
happiness,"Good night everybody, i love u Phillip! XO"
neutral,@JennaMadison lol   What are your plans for today (or should I say tomorrow) then ?
sadness,Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong
neutral,Cats: unimpressed by thunderstorm. Dog: wishes @dataangel would come home
neutral,"@SheriRocks Aww   I know, we used to chat but you became too cool for me ;)"
neutral,@sethsimonds  Re: chocolate thing
anger,@Sarahies I will be ok when I have been to the drs again today and got my essay done  x howre you?? x
neutral,Here's a definition of network neutrality for those who may be interested  http://tinyurl.com/ls4qn
anger,"@katecameron2002 Oh same here, can't believe they killed him off!  Hate Stringer now!"
neutral,@Deep25btech thanks for your reply. We appreciate it
happiness,@plantweb  Lettuce &amp; spinach does best in cool weather.. I live in florida..not much luck growing those..
happiness,"sunny day, sunny outlook"
neutral,Just got home from school. Doing assignments.
neutral,*old me's dead and gone*
happiness,there.  She says it gives her an excuse to sleep in the other bed! LOL  They're different sizes or I would have switched them for her.
sadness,a bird flew into window at my parents house and snapped his poor neck. gotta bury him
happiness,"@sethu_j 4ever, it was in she's the man aswell  I love them now. I want gossip girl too! Have decided summer = spending lots."
neutral,Just invited YOU to twitter!
neutral,eating halls cuz i have a sour throte
happiness,@alyssaisntcool hahah  i loveeee him though.
sadness,Guess I have to go back and scrape out the oven now. Blerg
anger,@David_Henrie No you silly goose!
happiness,Morning Ali a big thank you for yesterday love you always xxxx. You out on the bike today? Don't forget to get a helmet ok
happiness,"@BryonyCatrin hey hey, some else has twitter!"
neutral,@jayrock thnx babe  just call me when u finish it....
sadness,Went to bed at 12:20 last night. Woke up around 10:45. Holy crap.  I need to get up EARLIER. Like 8. Wish I could get up at 6 every day.
neutral,@gabyrizzo i want pho... i've never had it before.
anger,Funerals are no bueno
neutral,@Lesley_M make sure you watch in HD
sadness,Took a shift tomorrow.    I don't really feel like working right now.
happiness,@DanWarp: Loved it!  Would never have thought he was into the iCarly version of Beanie Babies. xD
anger,"Just got woken up by my mom... Our ENTIRE first floor is flooded. All our furniture, curtains, moms expensive rugs.... Soaked and ruined"
happiness,@Keiyaunna grrrrri want you to come  kiss justice for me !!!
anger,@TheTAZZone That's what I like to hear. I am unabashedly not cool. That's what makes me so cool byw  #logic
anger,@tamij I'm going to turn it off. We Tribbles don't need tracking devices!     #hhrs
anger,@JazZyLov3 loll my dad leavingg and moving to las vegas and myy now ex boyfrienndd is FINALLLY done talking to me and has left me alone
anger,"i'm going to sleepies, feel poorlies and pissed off  night night tweeples xxx"
anger,I don't want to quit my job.
anger,@AHisme  it sucks big time. I am in Sheffield till Sunday. I don't think I can pretend to be happy and smiley anymore.
anger,Knew she was an idiot..
sadness,still sick  thinking about naming the puppy june
happiness,"@filos I'm thinking of a dawn shot of Carlingford Lough, the sun will be in the right place this time of year. involves an early rise tho"
happiness,@tommcfly can't you write a song without your guitar? i thought you could  look for something to do!
sadness,"Working from home today, my back is killing me  Doctor and then physio after later today."
neutral,"Because twitter is about being an attention whore: meet new haircut, same as the old one: http://u.nu/8748 She refused to cut a fringe"
sadness,@Jonasbrothers movie out today but i cant go see it
sadness,"@MtBonez OR, just make someone walk on ur back?? I'm a professional back walker-on'er  I could use that too, on the lower regions!"
neutral,"So, I am working on the news as well while I am doing all of this &amp; Rob is all over the place!  No wonder that boy never gets left alone!"
happiness,is tired but happy the orphanage was wow.. and babysitting was really fun
anger,"Boys are stupid, throw rocks at them"
anger,"damn, my photo is gone!"
anger,@ShannonDae really? I hate the mobile twitter..its hard to tweet with a sidekick
neutral,@chelseychapman that's a long time ! Well then txt me !  xx
anger,I'm gonna cryyy!!! My car looked so good clean and its fuckin raining!?! I always do this...wash it right before it rains
happiness,@cheryl_ann_cole @beccixboo i thinks thats right lol... please follow me... much appreciated
happiness,Star wars day! May the 4th be with you.
anger,"first year in ages where i'm not going to the crafty raft :O i don't mind though, i don't even like the crafty raft"
happiness,@BumbleBeeBree He says thank you
sadness,@yin9shi what interview! leave me alone
anger,Ummm I'm really f*cking annoyed that my computer won't let me get on facebook. every other site known to man--yes-- facebook-- no
happiness,@gvesenka I hope for a speedy recovery for you!
neutral,"Full Time in tonight's game, Ashington 0 - 5 Whitley Bay"
neutral,has got a degree in BS.
neutral,@littlewhip Couldn't hurt.
neutral,@Bebz_iddon blerrrrrrrrrrgh. im too hot and all sticky
anger,@SparkDawgMusic im doing that shit right now ... im on vacation and you got me workin
sadness,@andymakesurandy don't worry iPhone users are just as privileged  wish i were heading to the pool
anger,"@CaronsBeachHs  Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking"
anger,Hates having broken wrist and has PE next ugh
anger,"stop making assumptions about me when you dont even fucking know me!  haha stupid bitches. thanks for defending me, matthew."
neutral,Good night lovely people. Sleep well
happiness,Get to see and hopefully meet these guys next week at ROTR!! Can NOT wait!!!  Adelitas Way - Invincible ? http://blip.fm/~5ynxr
happiness,"Hey, hey, happy mother's day!  http://plurk.com/p/svwii"
happiness,Happy Mommy Day
happiness,@lewdogg I wish I could afford to attend those benefits.
happiness,i'm yours.  hahahaha jason mraz &lt;3 lol
happiness,@peterfacinelli You didn't answer my riddle  Party pooper lol. Jokes Joyce  it was a good one tho haha. Hav a gr8 weekend!
